userName,content,score,thumbsUpCount,appVersion
A Google user,Very fun but hard at first. This is my go to game.,5,0,1.3.1
Swapan Roy,Ads are not loading pls fix this issue,5,0,2.4
A Google user,I just installed it but its unable to start even after 10 minutes ________,1,0,
survana shirsath,This game is also good but please make game idle movie studio,4,0,1.9.93
Pororo Official,I think the game is good for us because we can learn how to be a hotel manager,5,0,
A Google user,You get to create your own hotel and it's really fun,5,0,1.4.4
Ula_ Gezer,When you close the game hotel's not working but in the other parts good.,4,0,1.8.4
A Google user,"Really good, want more then 4 hotels tho",5,0,1.2.1
A Google user,I love this little game!!! It is very entertaining!!! __________,5,0,1.2.0
A Google user,Slow progress but then you'll get there at some bit,5,0,1.7.1
A Google user,Nice game ever too good graphics it s really amazing,5,0,1.2.0
A Google user,Very well thought out game. Best installment by this developer so far. Can't wait to see what else they do!,5,0,1.1.0
A Google user,Graphic is not nice.,3,0,
Maricar Guzman,It's fun playing dissss gameee! But you need to make new beds or rooms,5,0,1.7.2
Jesse McKinney,Im into my 2nd hotel and so far i think it's a cool game. Thanks,5,0,1.7.2
turbo kingdom,It's a good game and I like how there's dills on you watch adds for good things ____,5,0,1.9.93
A Google user,This game is fun and the graphics are great,4,0,1.1.1
New Look,I love this game but when my new hotel open my savings are finished and V.I.P is not giving inough money like 126 709 only what can i do in this game,5,0,1.7.4
A Google user,Fun but not enough how do we get more business to run,5,0,1.3.1
A Google user,Exit and re-enter immediately. then more rooms are available,1,0,1.5.0
A Google user,Are there more hotels coming? I've finished all the available hotels and there is no point keeping the game if there are no more hotels coming,2,0,1.2.0
Adrian Osman,This is one of the best game.The wages are too much.Otherwise great game,5,0,1.9.91
A Google user,"If you don't mind watching ads, it's not pay to win.",4,0,1.7.1
A Google user,__ great game slow at first but then it gets funner,5,0,1.3.0
Edwin Cabarles,"How to transfer the money from the first hotel its already five star,no need to upgrade.",2,0,1.8.3
A Google user,So fun and enjoyable great to relax and play,5,0,1.2.0
Yashwardhan Raj,Hotel Empire Tycoon - Idle Game Manager Simulator Does This Contain Minigames? Is This a Massively Multiplayer Game? Is This Game Entertaining Rate And Review Rate This App Tell Us More (Optional) ok Google Done.,5,0,1.9.7
A Google user,Needs more content! I can't finish playing just yet D:,5,0,1.2.1
Lalbhai Patel,There is very little income and expenses are very high so all our workers just leave the job,1,0,
A Google user,Love it but too slow to earn money,4,0,0.3.1
A Google user,One problem there needs to be a No Vacany Sign. That way don't get all these guests and no room.,4,0,1.3.0
David Batteri3,I lowered it one-star because it did not save my progress. Booooo!,3,0,1.8.1
My Name,Relaxing and enjoyable. Still playing.,5,0,1.9.93
A Google user,It's a really fun game if you like tycoons,4,0,1.4.0
Ayesha Mobeen,Without watching adds you can't update hotel. Assecories,3,0,1.7.2
Natesha collishaw,Awesome game can't wait for more hotels to be added,5,0,1.9.8
A Google user,I can't able to load my game I stuck when I open game,4,0,1.7.1
A Google user,Percentage of profits from one hotel should be allowed to be used for developing other hotels or else the huge sum collecing over one hotel whereas another has staff resigning over non payment of salaries is problematic and stupid,2,0,1.7.1
A Google user,I loooove this game. I am now at santa hotel. Everything fine but i hope that the pool bar sauna and other business open for public.,5,0,1.2.0
A Google user,Love it just wishing there were more hotels. Waiting for an update,4,0,1.3.1
A Google user,"Great graphics, awesome playthrough",5,0,1.2.1
Jeremy Shawn,this game good all thing in this game i like but have a lot bug..,3,0,1.9.91
Hayley Winters,When you win a new hotel you lose all of your money and hotel so that really annoyed me ______________,3,0,
Luis Mario Ramirez Chiquival,"It's a good game, it's entertaining but have things to improve",4,0,1.7.4
A Google user,I always back to the start every time i open the app,1,0,
A Google user,Not to bad...bit slow to start but it's a grower,3,0,1.0
Scarlette Ntambi,Amazing and very interactive game.,5,0,1.8.4
A Google user,Very fun! I can't stop playing!!!,5,0,1.7.1
Angga Andrean,Good concept game i need more new map __,5,0,2.6.1
A Google user,"Fun but when you reach 6k jean pierre or whatever his name is forces you to buy a bar, even though I was saving up to upgrade the generator :(",5,0,1.2.0
A Google user,I am da hotel masta!! I wish it was offline though.BUT its still Awesome ¦Ð/10,5,0,1.2.0
A Google user,Once u start playing its hard to stop,5,0,1.2.0
A Google user,Slow at making money but an amazing game,4,0,1.2.0
A Google user,This game is very interesting and management you should try this game,3,0,1.2.0
A Google user,Awesome game full experience of hotel management,5,0,1.3.1
A Google user,Amazing game just hard to make money,4,0,1.2.0
A Google user,"Pretty good game, but very slow but a good game.",5,0,1.3.1
Macam Macam,The best but if can remove the wifi connection is better,5,0,1.7.1
Pravin Devrukhkar,I don't like this app beause it is a really easy ....so i don't like it .....,2,0,
A Google user,I love it but I wish you could get money faster so it is ok you love it to,4,0,1.6.0
A Google user,Really fun game to play cant get enough of it,5,0,1.2.0
Vince Victor Rubio,Good game but I experience some bugs.,3,0,1.7.3
A Google user,Less ads would be great,4,0,1.1.0
Robert Edmond,"In the Camelot hotel, is the money guys hot rod a reference to the cheat in Age of Empires? If so well played.",5,0,1.8.2
Poge,When I be offline they make my money low and I was going to buy the bar and now I have 16.00 money please make a Offline Earnings please!,1,0,1.8.4
A Google user,Wont load even though internet connection is subatanrial for upload,2,0,
A Google user,Havent played it long but i like to build stuff. ___¡â_,4,0,1.6.0
Karran Ansley,Really enjoy this game but I am coming to the end of the last hotel will you be adding more soon or is this the end of the game?,5,0,1.9.9
FUSION,its nice might be the best idle game i have played and let me tell you i like very few games,5,0,1.9.95
Curtis Towns,Was really enjoying this game decided to buy some gems said securing connection failed took my money and received no gems,1,0,2.0
G. S. S. Guptha,Best hotel management game that I ever and never saw,4,0,
A Google user,Easy simple and relaxing,5,0,1.3.0
A Google user,Slow at first but once you get going it is fun,4,0,1.2.0
A Google user,"Good for the first couple levels, then I got bored.",3,0,1.7.1
Sridevi Jukareddy gari,Love it! It's super fun and entertaining!,5,0,1.8.4
A Google user,It's a very good game but the only thing is that it's slow but it's good __ I will recommend it to everyone.,3,0,1.2.1
A Google user,Fun and challenge easy to earn $$,5,0,1.2.2
Asher Saed,Not bad but to much ads,3,0,1.8.3
louise farrell,You should definitely do a game about a doctors sugery that would be awesome,5,0,2.3.1
A Google user,I play a few of these idle tycoon games this one's the best so far,5,0,1.2.0
James The Catakai God,I like that they Got Almost Constant Quests Instead Of Just it running out,5,0,1.9.8
Paralone,finally i founds a useful ads function,5,0,1.8.1
A Google user,"It's fun, but it's something you have to pay attention to.",2,0,
ScotSteph Krebs,So much fun to have it is really awesome,5,0,
A Google user,Pretty entertaining for the most part,4,0,1.4.2
A Google user,Great game takes some time to get into but very good,5,0,1.2.0
A Google user,Nice game but hard to earn money,4,0,1.3.1
A Google user,Animi and graphics are very well,5,0,1.4.2
mallu ramya devendar reddy ramya devendar reddy,It is an interesting and tension game..but the game was really nice...,3,0,1.9.97
Ruben Pe_a,"Hard to budget, but be patient",5,0,1.9.9
A Google user,Very good game has more business in it than other tycoons,5,0,1.1.1
Ad Singh,Need more options to get cash & gold.,3,0,1.7.2
A Google user,It is so cool the guy is nice to but you guys need to buy the game______,5,0,1.3.0
A Google user,This game is fun to play and you get bonuses it's a great game I remember,5,0,1.2.0
Subhrata Sasmal,Its just the best game but just because of my internet connections I am not able to play it...,5,0,1.7.3
A Google user,Amazing and fun game! I don't normally wright reviews but the deserves one______,5,0,1.2.0
A Google user,Its ok but too many Ads,3,0,1.2.0
A Google user,I liked this game 100% thanks for this game now I know how to manage my hotel and also communicating other people,5,0,1.2.2
A Google user,"I think the money should be in one bank, and can be used on all the boards",4,0,1.4.0
chloe golliglee,It's a good game it is fun some ppl consider just for kids sometimes ppl don't I enjoy this game,5,0,2.3.3
Christian Lake,"Kind of addictive, I must say. Keep up the good work, guys!",4,0,1.7.1
A Google user,I love this game so so so much who ever made these games thank you so so so so so much i like it because i love how it upgrades and i like hotels matter fact i dont just like hotels i love love hotels lol in that why i gave you 5 stars thank you,5,0,
Prathmesh Thele,I didn't get my rewards even after watching adds,1,0,1.8.4
A Google user,Great game!!!!! Great game to pass time with......,5,0,1.4.2
A Google user,Good game ads are nuts.,5,0,1.2.0
Sebastian Vuong,Great game to learn about hotel and hospitality,5,0,2.4
Raheem Sheikh,I like the game but if another hotal money comes yo to me so i upgrade my thing fast,3,0,
Maryam Fatima Zaidi,It's a very good game.. i like it. I downloaded it yesterday and now i have completed 1 hotel of mine.,5,0,1.8.4
A Google user,I'm going to have to say this.When I first Joined A year ago and a week later my chef is gone and I'm not earning a lot of money please help me! If you do then I will rate this a five star game,4,0,
A Google user,Godd game but lots of ads,3,0,1.2.0
A Google user,Great game wish there was more than 4 hotels,4,0,1.2.0
desiree price,Couldn't tell you my thought I just started playing it. You should allow the player to play for a couple of days atheist before asking for a rating,3,0,2.4
A Google user,Too many ads!,1,0,
A Google user,"You should be able to transfer cash from one hotel to another. After all, that is what an empire is",4,0,1.3.1
coxray,"Hey there bug while cleaning room, they stuck",2,0,1.8.3
A Google user,It's funny I stuck in the loading...... ____,1,0,
A Google user,Good game just not my type when your a starter its good kinda just boring I think anyway,2,0,1.3.1
A Google user,"Great game, hope more levels will be coming soon :)",5,0,1.2.1
A Google user,So far great simple play style,5,0,1.3.1
A Google user,Great game and a good way to while away the time,5,0,1.2.1
A Google user,Great game but seriously needs more hotels,5,0,1.2.1
A Google user,Can't go any further no more hotels disappointing other than that i enjoyed it,3,0,1.2.1
A Google user,You get rubbish money on this I've had this game for to weeks it's so slow at making money,2,0,1.1.1
A Google user,I bought gemb but it was not credited to my account. I emailed your team but I have not reveived any response,1,0,1.2.0
Kadiene Williams,It's a great game if u just want something to pass time or chill,5,0,1.8.4
Aaron,Not like ur usually tycoon game u actually have to think about how ur spending,4,0,1.9.93
A Google user,Its actually fun its better than most tycoon idle games,5,0,0.3.1
Ar Awesome,Yaa very good game please low the ads,4,0,1.9.93
Anuj Rai,Really great handling ur hotel I got the resort too,5,0,1.7.1
A Google user,can u add more hotel sir..? the game is good... I will more like it if u add more hotel..,5,0,1.2.2
A Google user,This game is good __ but a lot of ads,4,0,1.2.0
